index,graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
729,6596.0,Graph with 8 nodes and 14 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 1, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 1, 0]]",2.0,6.0,Y,"{0: 14, 1: 20, 2: 26, 3: 2, 4: 32, 5: 38, 6: 44, 7: 8}","{(0, 3): 1, (0, 5): 8, (0, 6): 4, (0, 7): 1, (1, 4): 1, (1, 6): 18, (1, 7): 1, (2, 4): 1, (2, 6): 21, (2, 7): 4, (3, 5): 1, (4, 5): 29, (4, 7): 1, (6, 7): 1}",1621.9999999975698
767,7184.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 1, 0]]",3.0,8.0,Y,"{0: 27, 1: 35, 2: 19, 3: 51, 4: 3, 5: 11, 6: 59, 7: 43}","{(0, 3): 12, (0, 5): 1, (0, 6): 1, (0, 7): 13, (1, 4): 2, (1, 5): 6, (1, 6): 26, (1, 7): 1, (2, 4): 1, (2, 6): 17, (2, 7): 1, (3, 5): 4, (3, 6): 11, (3, 7): 24, (6, 7): 4}",663.0000000313885
772,7184.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 1, 0]]",4.0,4.0,Y,"{0: 28, 1: 8, 2: 12, 3: 16, 4: 4, 5: 24, 6: 20, 7: 32}","{(0, 3): 1, (0, 5): 6, (0, 6): 1, (0, 7): 20, (1, 4): 1, (1, 5): 5, (1, 6): 1, (1, 7): 1, (2, 4): 3, (2, 6): 8, (2, 7): 1, (3, 5): 13, (3, 6): 1, (3, 7): 1, (6, 7): 9}",630.9999999984939
785,7321.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0]]",3.0,8.0,Y,"{0: 19, 1: 27, 2: 59, 3: 3, 4: 51, 5: 11, 6: 35, 7: 43}","{(0, 3): 1, (0, 5): 1, (0, 7): 17, (1, 4): 1, (1, 5): 1, (1, 6): 17, (1, 7): 8, (2, 4): 48, (2, 5): 9, (2, 6): 1, (2, 7): 1, (3, 6): 1, (3, 7): 1, (4, 6): 1, (4, 7): 1, (6, 7): 15}",1792.0000000231084
792,7321.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0]]",4.0,6.0,Y,"{0: 4, 1: 34, 2: 28, 3: 22, 4: 10, 5: 16, 6: 40, 7: 46}","{(0, 3): 1, (0, 5): 1, (0, 7): 2, (1, 4): 1, (1, 5): 1, (1, 6): 21, (1, 7): 11, (2, 4): 1, (2, 5): 14, (2, 6): 12, (2, 7): 1, (3, 6): 1, (3, 7): 20, (4, 6): 1, (4, 7): 7, (6, 7): 5}",1305.9999999995853
804,7608.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 0]]",3.0,9.0,Y,"{0: 21, 1: 12, 2: 30, 3: 39, 4: 3, 5: 66, 6: 48, 7: 57}","{(0, 3): 7, (0, 4): 1, (0, 7): 12, (1, 5): 1, (1, 6): 1, (1, 7): 10, (2, 5): 23, (2, 6): 5, (2, 7): 1, (3, 4): 1, (3, 7): 30, (4, 7): 1, (5, 6): 40, (5, 7): 1, (6, 7): 1}",1630.999999974847
865,8131.0,Graph with 8 nodes and 14 edges,"[[0, 0, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 1, 1, 0]]",4.0,7.0,Y,"{0: 39, 1: 32, 2: 18, 3: 25, 4: 11, 5: 4, 6: 53, 7: 46}","{(0, 3): 11, (0, 4): 1, (0, 6): 27, (1, 4): 1, (1, 5): 1, (1, 6): 3, (1, 7): 27, (2, 5): 2, (2, 7): 16, (3, 6): 14, (4, 6): 8, (4, 7): 1, (5, 7): 1, (6, 7): 1}",1251.00000002476
868,8314.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0]]",3.0,1.0,Y,"{0: 7, 1: 3, 2: 5, 3: 4, 4: 8, 5: 6, 6: 9, 7: 10}","{(0, 3): 1, (0, 4): 4, (0, 6): 1, (0, 7): 1, (1, 4): 1, (1, 5): 1, (1, 6): 1, (2, 5): 2, (2, 6): 2, (2, 7): 1, (3, 5): 2, (3, 7): 1, (4, 6): 1, (4, 7): 2, (5, 7): 1, (6, 7): 4}",927.0000000469736
873,8314.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 27, 1: 3, 2: 9, 3: 15, 4: 39, 5: 45, 6: 21, 7: 33}","{(0, 3): 1, (0, 4): 20, (0, 6): 5, (0, 7): 1, (1, 4): 1, (1, 5): 1, (1, 6): 1, (2, 5): 7, (2, 6): 1, (2, 7): 1, (3, 5): 13, (3, 7): 1, (4, 6): 13, (4, 7): 5, (5, 7): 24, (6, 7): 1}",1438.0000000073778
881,8314.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0]]",4.0,5.0,Y,"{0: 4, 1: 29, 2: 24, 3: 19, 4: 9, 5: 14, 6: 34, 7: 39}","{(0, 3): 1, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 4): 6, (1, 5): 4, (1, 6): 19, (2, 5): 1, (2, 6): 12, (2, 7): 11, (3, 5): 1, (3, 7): 17, (4, 6): 1, (4, 7): 1, (5, 7): 8, (6, 7): 1}",1621.0000000000946
882,8314.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0]]",4.0,6.0,Y,"{0: 4, 1: 34, 2: 28, 3: 22, 4: 10, 5: 16, 6: 40, 7: 46}","{(0, 3): 1, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 4): 7, (1, 5): 4, (1, 6): 23, (2, 5): 1, (2, 6): 14, (2, 7): 13, (3, 5): 1, (3, 7): 20, (4, 6): 1, (4, 7): 1, (5, 7): 10, (6, 7): 1}",1609.99999991418
891,8336.0,Graph with 8 nodes and 18 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 9, 1: 45, 2: 3, 3: 39, 4: 33, 5: 27, 6: 15, 7: 21}","{(0, 3): 6, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 4): 30, (1, 5): 5, (1, 6): 9, (1, 7): 1, (2, 5): 1, (2, 6): 1, (2, 7): 1, (3, 5): 18, (3, 7): 15, (4, 6): 1, (4, 7): 1, (5, 6): 2, (5, 7): 1, (6, 7): 1}",1299.999999901047
923,8814.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 16, 1: 10, 2: 4, 3: 2, 4: 8, 5: 6, 6: 14, 7: 12}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 9, (0, 7): 4, (1, 4): 5, (1, 5): 1, (1, 6): 1, (1, 7): 3, (2, 5): 3, (2, 7): 1, (3, 6): 1, (4, 6): 1, (4, 7): 1, (5, 7): 1, (6, 7): 2}",2762.0000000752043
930,8814.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",2.0,9.0,Y,"{0: 56, 1: 47, 2: 11, 3: 2, 4: 20, 5: 38, 6: 65, 7: 29}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 52, (0, 7): 1, (1, 4): 17, (1, 5): 11, (1, 6): 10, (1, 7): 9, (2, 5): 10, (2, 7): 1, (3, 6): 1, (4, 6): 1, (4, 7): 1, (5, 7): 16, (6, 7): 1}",1276.9999999591164
956,8854.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",3.0,8.0,Y,"{0: 11, 1: 59, 2: 3, 3: 51, 4: 43, 5: 19, 6: 27, 7: 35}","{(0, 3): 7, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 4): 41, (1, 5): 11, (1, 6): 6, (1, 7): 1, (2, 5): 1, (2, 6): 1, (2, 7): 1, (3, 6): 19, (3, 7): 25, (4, 7): 1, (5, 7): 6}",1272.9999999692154
961,8854.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",4.0,4.0,Y,"{0: 32, 1: 24, 2: 12, 3: 28, 4: 20, 5: 16, 6: 4, 7: 8}","{(0, 3): 26, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 3, (1, 4): 18, (1, 5): 4, (1, 6): 1, (1, 7): 1, (2, 5): 10, (2, 6): 1, (2, 7): 1, (3, 6): 1, (3, 7): 1, (4, 7): 1, (5, 7): 1}",1343.9999999036445
963,8854.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",4.0,6.0,Y,"{0: 46, 1: 34, 2: 16, 3: 40, 4: 28, 5: 22, 6: 4, 7: 10}","{(0, 3): 38, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 5, (1, 4): 26, (1, 5): 6, (1, 6): 1, (1, 7): 1, (2, 5): 14, (2, 6): 1, (2, 7): 1, (3, 6): 1, (3, 7): 1, (4, 7): 1, (5, 7): 1}",1598.000000058164
965,8854.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",4.0,8.0,Y,"{0: 60, 1: 44, 2: 20, 3: 52, 4: 36, 5: 28, 6: 4, 7: 12}","{(0, 3): 50, (0, 4): 1, (0, 5): 7, (0, 6): 1, (0, 7): 1, (1, 4): 34, (1, 5): 2, (1, 6): 1, (1, 7): 7, (2, 5): 18, (2, 6): 1, (2, 7): 1, (3, 6): 1, (3, 7): 1, (4, 7): 1, (5, 7): 1}",1276.9999999591164
973,8885.0,Graph with 8 nodes and 17 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1, 1, 0], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",3.0,7.0,Y,"{0: 52, 1: 17, 2: 3, 3: 10, 4: 31, 5: 38, 6: 45, 7: 24}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 39, (0, 7): 10, (1, 4): 5, (1, 5): 11, (1, 7): 1, (2, 5): 1, (2, 6): 1, (2, 7): 1, (3, 6): 1, (3, 7): 8, (4, 5): 24, (4, 6): 1, (5, 7): 1, (6, 7): 3}",1726.999999959844
994,9722.0,Graph with 8 nodes and 17 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",3.0,1.0,Y,"{0: 4, 1: 3, 2: 7, 3: 5, 4: 8, 5: 6, 6: 9, 7: 10}","{(0, 3): 1, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 3): 1, (1, 5): 1, (1, 7): 1, (2, 4): 2, (2, 5): 1, (2, 6): 1, (2, 7): 3, (3, 5): 1, (3, 6): 2, (4, 6): 4, (4, 7): 1, (5, 7): 3, (6, 7): 1}",867.0000000847722
1017,9752.0,Graph with 8 nodes and 17 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 9, 1: 45, 2: 3, 3: 39, 4: 33, 5: 21, 6: 15, 7: 27}","{(0, 3): 1, (0, 4): 6, (0, 6): 1, (0, 7): 1, (1, 3): 27, (1, 5): 16, (1, 6): 1, (1, 7): 1, (2, 4): 1, (2, 5): 1, (2, 7): 1, (3, 5): 3, (3, 7): 8, (4, 6): 12, (4, 7): 14, (5, 7): 1, (6, 7): 1}",1619.000000005144
1028,9752.0,Graph with 8 nodes and 17 edges,"[[0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 0]]",4.0,8.0,Y,"{0: 52, 1: 20, 2: 36, 3: 28, 4: 12, 5: 44, 6: 4, 7: 60}","{(0, 3): 8, (0, 4): 9, (0, 6): 1, (0, 7): 34, (1, 3): 5, (1, 5): 6, (1, 6): 1, (1, 7): 8, (2, 4): 1, (2, 5): 34, (2, 7): 1, (3, 5): 2, (3, 7): 13, (4, 6): 1, (4, 7): 1, (5, 7): 2, (6, 7): 1}",545.9999999857246
1032,9982.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0]]",3.0,3.0,Y,"{0: 3, 1: 6, 2: 24, 3: 18, 4: 15, 5: 12, 6: 9, 7: 21}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 3): 1, (1, 5): 1, (1, 6): 1, (1, 7): 3, (2, 4): 12, (2, 5): 10, (2, 6): 1, (2, 7): 1, (3, 6): 3, (3, 7): 13, (4, 6): 1, (4, 7): 1, (6, 7): 3}",1210.0000000145883
1037,9982.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0]]",3.0,8.0,Y,"{0: 3, 1: 11, 2: 59, 3: 43, 4: 35, 5: 27, 6: 19, 7: 51}","{(0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 3): 1, (1, 5): 1, (1, 6): 1, (1, 7): 8, (2, 4): 32, (2, 5): 25, (2, 6): 1, (2, 7): 1, (3, 6): 8, (3, 7): 33, (4, 6): 1, (4, 7): 1, (6, 7): 8}",1975.0000000158252
1053,10105.0,Graph with 8 nodes and 18 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",3.0,6.0,Y,"{0: 9, 1: 3, 2: 45, 3: 39, 4: 33, 5: 21, 6: 15, 7: 27}","{(0, 3): 5, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 3): 1, (1, 5): 1, (1, 7): 1, (2, 4): 27, (2, 5): 1, (2, 6): 1, (2, 7): 16, (3, 5): 17, (3, 6): 12, (3, 7): 4, (4, 6): 1, (4, 7): 4, (5, 7): 1}",1200.9999999236243
1076,10116.0,Graph with 8 nodes and 17 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 0, 1, 1, 1, 0]]",3.0,3.0,Y,"{0: 6, 1: 24, 2: 3, 3: 21, 4: 18, 5: 12, 6: 9, 7: 15}","{(0, 3): 1, (0, 4): 2, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 3): 17, (1, 5): 5, (1, 6): 1, (1, 7): 1, (2, 4): 2, (2, 5): 1, (3, 5): 2, (3, 6): 1, (4, 6): 5, (4, 7): 9, (5, 7): 3, (6, 7): 1}",2132.999999957974
1095,10344.0,Graph with 8 nodes and 20 edges,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",2.0,6.0,Y,"{0: 8, 1: 44, 2: 2, 3: 38, 4: 32, 5: 20, 6: 14, 7: 26}","{(0, 3): 1, (0, 4): 4, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 3): 33, (1, 4): 8, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 6): 1, (2, 7): 1, (3, 4): 1, (3, 5): 1, (3, 6): 1, (3, 7): 1, (4, 5): 2, (4, 6): 10, (4, 7): 7, (5, 7): 15}",1207.0000000221626
1130,10491.0,Graph with 8 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0]]",2.0,6.0,Y,"{0: 8, 1: 44, 2: 38, 3: 2, 4: 14, 5: 32, 6: 26, 7: 20}","{(0, 2): 5, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 3): 1, (1, 5): 31, (1, 7): 12, (2, 4): 7, (2, 6): 24, (2, 7): 2, (3, 5): 1, (4, 6): 1, (4, 7): 5}",1810.999999975138
1131,10491.0,Graph with 8 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0]]",2.0,7.0,Y,"{0: 9, 1: 51, 2: 44, 3: 2, 4: 16, 5: 37, 6: 30, 7: 23}","{(0, 2): 6, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 3): 1, (1, 5): 36, (1, 7): 14, (2, 4): 8, (2, 6): 28, (2, 7): 2, (3, 5): 1, (4, 6): 1, (4, 7): 6}",1779.0000000559303
1139,10491.0,Graph with 8 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0]]",3.0,6.0,Y,"{0: 45, 1: 15, 2: 33, 3: 21, 4: 27, 5: 9, 6: 3, 7: 39}","{(0, 2): 7, (0, 4): 1, (0, 6): 1, (0, 7): 36, (1, 3): 13, (1, 5): 1, (1, 7): 1, (2, 4): 24, (2, 6): 1, (2, 7): 1, (3, 5): 8, (4, 6): 1, (4, 7): 1}",1353.9999999920838
1145,10491.0,Graph with 8 nodes and 13 edges,"[[0, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0]]",4.0,3.0,Y,"{0: 4, 1: 25, 2: 19, 3: 13, 4: 10, 5: 7, 6: 22, 7: 16}","{(0, 2): 1, (0, 4): 1, (0, 6): 1, (0, 7): 1, (1, 3): 10, (1, 5): 4, (1, 7): 11, (2, 4): 1, (2, 6): 16, (2, 7): 1, (3, 5): 3, (4, 6): 5, (4, 7): 3}",1276.000000075328
1156,10772.0,Graph with 8 nodes and 17 edges,"[[0, 0, 1, 0, 1, 1, 1, 0], [0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [0, 1, 1, 1, 0, 1, 1, 0]]",3.0,5.0,Y,"{0: 8, 1: 38, 2: 33, 3: 28, 4: 3, 5: 18, 6: 13, 7: 23}","{(0, 2): 5, (0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 3): 23, (1, 5): 1, (1, 6): 7, (1, 7): 7, (2, 4): 1, (2, 5): 14, (2, 7): 13, (3, 5): 1, (3, 6): 3, (3, 7): 1, (4, 6): 1, (5, 7): 1, (6, 7): 1}",1222.9999999817665
